gold,greedy_correct,greedy_latency_s,greedy_pred,greedy_tokens,idx,sc_correct,sc_latency_s,sc_pred,sc_tokens
7500,0,15.918900842778385,2,256,0,0,32.20141325821169,2,512
675,0,15.3420113499742,2,256,1,0,32.16025002580136,2,512
12,0,15.312650203937665,2,256,2,0,32.09132914664224,2,512
12,0,15.380392611958086,4,256,3,0,32.17955433973111,1,512
105,0,15.358958075987175,2,256,4,0,32.13210840104148,75,512
74,0,15.331007368862629,132,256,5,0,32.07014373410493,2,512
520,0,15.359352806117386,2,256,6,0,32.159143754281104,2,512
4,0,15.34466267703101,2,256,7,1,32.12429357203655,4,512
2,1,15.445975781185552,2,256,8,0,32.207673429045826,1,512
91,0,15.359124169917777,2,256,9,0,32.1536436828319,2,512
5,0,15.33523868303746,"2,",256,10,0,32.124208816094324,1,512
220,0,15.310806583845988,2,256,11,0,32.78711951687001,2,512
3,0,15.657380569027737,2,256,12,0,32.515326818218455,2,512
160,0,15.47067935904488,2,256,13,0,32.78386014001444,2,512
10,0,15.42782638501376,2,256,14,0,32.70594838238321,2,512
40,0,15.651979701826349,1,256,15,0,32.938056621933356,200,512
350,0,15.524146470008418,2,256,16,0,32.94928894727491,1,512
100,0,15.602061924058944,2,256,17,0,33.296717872610316,2,512
57500,0,15.919385818997398,2,256,18,0,32.67472762661055,2,512
2600,0,15.534315725089982,2,256,19,0,32.55303442827426,2,512
16,0,15.400744684040546,2,256,20,0,32.404721106169745,4,512
20,0,15.444254362024367,2,256,21,0,32.393285932950675,2,512
50,0,15.470299765001982,"24,",256,22,0,32.32926592743024,24,512
4,0,15.59242224204354,2,256,23,0,32.64587056590244,2,512
175,0,15.831901147030294,45,256,24,0,32.54429508885369,2,512
12,0,15.685789678012952,2,256,25,0,32.635569643229246,1,512
300,0,15.796767139108852,2,256,26,0,33.35177060193382,2,512
7,0,15.778663448058069,2,256,27,0,33.32952212751843,4,512
7,0,15.765917141921818,2.00,256,28,0,33.57364674913697,3,512
120,0,15.817883095005527,15,256,29,0,33.43264409410767,2,512
90,0,16.044630819000304,2,256,30,0,33.175511228851974,2,512
68,0,16.222861723043025,25,256,31,0,33.42658631084487,5,512
5,0,15.826922185020521,2,256,32,0,33.454278542194515,1,512
25,0,15.663828799966723,2,256,33,0,32.96399087202735,5,512
120000,0,15.481057581026107,2,256,34,0,32.76724975928664,1,512
240,0,15.50388281000778,2,256,35,0,32.97006882191636,1,512
50,0,15.64369509415701,2,256,36,0,33.155434547923505,2,512
10,0,15.870433514937758,2,256,37,0,32.89144335174933,2,512
150,0,15.48809610097669,50,256,38,0,32.5661601733882,25,512
6,0,15.511022615013644,2,256,39,0,32.778491388540715,2,512
54,0,16.156619664048776,10,256,40,0,32.66068003117107,251,512
26,0,15.81948766997084,2,256,41,0,32.455114787910134,2,512
15,0,15.722936005098745,2,256,42,0,32.50249844463542,2,512
"2,125",0,15.458422696916386,2,256,43,0,32.694209528621286,2,512
34,0,15.457492875866592,7,256,44,0,32.77746845409274,1,512
40,0,15.476823919918388,2,256,45,0,32.58868197025731,2,512
160,0,15.560705458978191,2,256,46,0,32.650024332338944,2,512
70,0,15.589859247207642,2,256,47,0,33.132104637799785,2,512
16,0,15.75318678189069,2,256,48,0,33.76575376675464,2,512
36,0,15.614122078055516,2,256,49,0,33.03299744799733,40,512
81,0,15.77711264998652,30,256,50,0,32.79349147505127,8,512
60,0,15.572533772094175,2,256,51,0,32.73142428207211,1,512
15,0,15.584926418960094,2,256,52,0,33.10899812239222,50,512
20,0,15.890295313904062,3,256,53,0,33.27307986957021,5,512
6,0,15.773966239066795,2,256,54,0,33.048878891859204,11,512
80,0,15.697345231892541,4,256,55,0,33.33797204867005,4,512
6,0,15.743559333961457,2,256,56,0,33.27346278587356,1,512
85,0,15.806531951064244,2,256,57,0,33.41706925816834,2,512
28,0,15.846208998002112,1,256,58,0,33.623212285805494,85,512
560,0,15.828862325055525,2,256,59,0,32.80641427380033,70,512
88,0,15.50544643891044,2.74,256,60,0,32.85276621207595,2,512
36,0,15.491196539020166,5,256,61,0,32.7574785486795,8,512
25,0,15.486998036969453,5,256,62,0,32.56039679166861,2,512
5,0,15.59001392009668,1,256,63,0,32.436579569242895,1,512
8,0,15.69283295981586,2,256,64,0,32.407636555843055,2,512
4,0,16.087973615853116,2,256,65,1,33.36734989657998,4,512
168,0,15.770051070023328,3,256,66,0,33.17968825320713,2,512
26,0,15.446505531901494,2,256,67,0,33.020996887935326,1,512
440,0,15.793871503090486,2,256,68,0,33.56613846379332,1,512
3000,0,15.980059394147247,2,256,69,0,33.25812483206391,2,512
150,0,16.191259233048186,2,256,70,0,33.299044486833736,1,512
220,0,15.94642734597437,2,256,71,0,33.181818624259904,2000,512
9,0,15.61929626413621,4,256,72,0,32.417938572820276,1,512
350,0,15.771299906075,2,256,73,0,32.481404439779,2,512
15,0,15.695758863119408,2,256,74,0,32.45546530513093,20,512
300,0,15.572974864859134,2,256,75,0,32.417951467912644,2,512
270,0,15.664418481988832,2,256,76,0,32.495682867243886,2,512
11,0,15.380526683060452,2,256,77,0,32.7617097243201,2,512
5,0,15.490462064975873,2,256,78,0,33.371896299533546,2,512
135,0,15.668982203118503,20,256,79,0,33.29468488576822,1,512
4,0,15.829407626995817,2,256,80,0,33.114099667873234,1,512
48,0,15.894291976001114,2,256,81,0,33.12362733692862,2,512
700,0,15.814958003815264,2,256,82,0,33.28089603828266,2,512
50,0,15.729243119014427,2,256,83,0,33.04038405488245,2,512
2,1,15.808515006909147,2,256,84,1,32.91391285136342,2,512
4,0,15.59010755410418,2,256,85,0,33.011224125744775,2,512
34,0,15.78534659394063,14,256,86,0,32.66451756749302,20,512
5760,0,15.530162543989718,2,256,87,0,32.95736441668123,20,512
120,0,15.770371949998662,2,256,88,0,33.203469653381035,2,512
120,0,15.718389271060005,4,256,89,0,33.12729443516582,2,512
5,0,15.603720359038562,2,256,90,0,32.72146918205544,1,512
280,0,15.505907040089369,2,256,91,0,32.7208894926589,7,512
6,0,15.570843318942934,2,256,92,0,32.62841073283926,2,512
24,0,15.583454585867003,3,256,93,0,32.60185662540607,2,512
55,0,15.538495660061017,65,256,94,0,32.49019644618966,120,512
2,1,15.368369173957035,2,256,95,0,33.42350561846979,1,512
60,0,15.928140306146815,2,256,96,0,33.0802459360566,1,512
112,0,16.119489209959283,2,256,97,0,33.29525552596897,2,512
14,0,15.839176506036893,2,256,98,0,32.92997083696537,1,512
490,0,15.913585061905906,45,256,99,0,33.400468673789874,2,512
13,1,15.703253441024572,13.00,256,100,0,33.03443013364449,21.00,512
4,0,15.694679592968896,2,256,101,0,33.14570543169975,14,512
160,0,15.51876166719012,1,256,102,0,32.93619085755199,2,512
18,0,15.599240883952007,2,256,103,0,33.03666488477029,2,512
38,0,15.768774706171826,2,256,104,0,32.91038961126469,1,512
251,0,15.47861979692243,20,256,105,0,32.80147758778185,2,512
4,0,15.485970274079591,2,256,106,0,32.944468047469854,2,512
20,0,15.818084354046732,1,256,107,0,32.931551574962214,2,512
33,0,15.609955254010856,2,256,108,0,33.05848669586703,1,512
120,0,15.871075302129611,3,256,109,0,33.3974724477157,3/4,512
12,0,16.031150121008977,1,256,110,0,33.21633403399028,2,512
78,0,16.17453475506045,2,256,111,0,33.33644515438937,2,512
14,0,15.90394833101891,2,256,112,0,33.14728173194453,2,512
4000,0,16.065198334865272,2,256,113,0,33.06147799594328,2,512
4,0,15.858487479854375,2,256,114,0,32.99560098396614,2,512
50,0,15.628225593827665,400,256,115,0,32.992702066432685,"40,000",512
40,0,16.03660992719233,2,256,116,0,33.06432387116365,2,512
8,0,15.966814354993403,2,256,117,0,33.326998168835416,12,512
720,0,15.828583984868601,2,256,118,0,32.76563263311982,2,512
34,0,15.625781214097515,2,256,119,0,32.407042457023636,1,512
1490,0,15.518369121011347,2,256,120,0,32.80824963795021,3/5,512
2,1,15.519392705988139,2,256,121,0,32.92794804577716,1,512
2640,0,15.461104565067217,2,256,122,0,32.60314977238886,2,512
34,0,15.692336648935452,2,256,123,0,32.512272299965844,2,512
11,0,15.750073682051152,2,256,124,0,32.52671119081788,3,512
8,0,15.760798996081576,50,256,125,0,33.27359895966947,2,512
30,0,15.705006408970803,20,256,126,0,33.249248534208164,2,512
104,0,15.44752054498531,99,256,127,0,32.42303515877575,1,512
288,0,15.736321286065504,2,256,128,0,32.50953260343522,2,512
120,0,15.743435139069334,20,256,129,0,32.57410790887661,1,512
140,0,15.676881175022572,14,256,130,0,32.56875162385404,2,512
10,0,15.75585689698346,2,256,131,0,32.54608403216116,2,512
298,0,15.841812152881175,7,256,132,0,33.3321271953173,1,512
110,0,16.099692914867774,2,256,133,0,33.24519745958969,2,512
11,0,15.990357774076983,2,256,134,0,32.839009892428294,2,512
10,0,15.703149728942662,2,256,135,0,33.14063913282007,2,512
1,0,15.807585630798712,2,256,136,1,32.957080918131396,1,512
10,0,15.744470424950123,2,256,137,0,33.03432277915999,1,512
375,0,15.652918903157115,25,256,138,0,32.921324618626386,2,512
2400,0,15.805209233891219,2,256,139,0,33.051875612,2,512
42,1,15.69395072804764,42,256,140,0,33.047982319723815,10.00,512
24,0,15.887377111939713,20,256,141,0,33.13846458890475,20,512
25,0,15.875652953982353,2,256,142,0,33.22526237205602,8,512
"65,960",0,16.117232389049605,194,256,143,0,33.101915512932464,1,512
276,0,15.965214010095224,2,256,144,0,33.23368495097384,2,512
374,0,15.821470562834293,22,256,145,0,33.73677422013134,1,512
24,0,15.828334933845326,2,256,146,0,32.994007526896894,1,512
131250,0,15.67680806107819,1,256,147,0,33.04971478227526,500,512
60,0,15.892459435155615,2,256,148,0,32.72990239993669,2,512
9,0,15.638209698954597,3.00,256,149,0,32.834175602765754,1.50,512
310,0,15.761432607891038,2,256,150,0,32.527665592730045,10,512
4,0,15.734939144924283,2,256,151,0,32.575871573062614,1,512
2,1,15.610789268044755,2,256,152,1,32.68286839360371,2,512
296,0,15.46208883705549,4,256,153,0,32.81634891219437,2,512
2,1,15.558816674165428,2,256,154,1,32.535155648132786,2,512
4,0,15.421674273908138,2,256,155,0,32.713391515892,1,512
80,0,15.55782642099075,2,256,156,0,33.04150208970532,2,512
20,0,16.14398391614668,10,256,157,0,33.04061358887702,60,512
5,0,15.785198376979679,8,256,158,0,32.26855730637908,2,512
2,1,15.55600612796843,2,256,159,0,32.77150138793513,20,512
1375,0,15.804377036867663,2,256,160,0,32.6327791234944,2,512
16,0,15.533143346197903,2,256,161,0,32.791437837993726,2,512
62,0,15.637390173971653,2,256,162,0,33.080090067116544,"9,300",512
32,0,15.846894077956676,2,256,163,0,32.73607241502032,2,512
1,0,15.496246279915795,2,256,164,1,32.866379517596215,1,512
157,0,15.620143122039735,2,256,165,0,33.46285741473548,11,512
31,0,15.74238370009698,8,256,166,0,32.817707093199715,1,512
1430,0,15.640661266166717,2,256,167,0,32.913063179468736,2,512
60,0,15.453560871072114,2,256,168,0,32.719204707536846,2,512
12,0,15.483477846020833,2,256,169,0,32.90092313941568,2,512
3,0,15.49806178919971,20,256,170,0,32.593066212954,1,512
16,0,15.731586602982134,43,256,171,0,32.609722015215084,43,512
64,0,15.712325244909152,16,256,172,0,32.51371672004461,2,512
294,0,16.054773275041953,252,256,173,0,33.07649861648679,252,512
17,0,15.980367847019807,2,256,174,0,33.34726271731779,2,512
6,0,15.851190631045029,2,256,175,0,33.315664855763316,1,512
35,0,15.77302233199589,2,256,176,0,33.161031608935446,2,512
7,0,15.564594324911013,2,256,177,0,32.92376928892918,2,512
6000,0,15.767941511934623,2,256,178,0,33.29256217950024,2,512
80,0,15.547712242929265,2,256,179,0,33.333771699806675,4,512
4,0,15.79574130102992,12,256,180,0,32.741271456703544,2,512
28,0,15.484801708953455,2,256,181,0,32.78534309891984,1/3,512
29,0,15.55660530203022,3,256,182,0,33.1516594463028,1,512
9,0,15.698120765155181,2,256,183,0,33.05887821200304,1.00,512
110,0,16.006434792885557,120,256,184,0,32.91834777966142,120,512
1800,0,16.05034593306482,2,256,185,0,33.02347740996629,2,512
20,0,15.689991672057658,45,256,186,0,32.47938027698547,2,512
95200,0,15.77795794303529,4,256,187,0,33.185037998715416,1,512
45,0,15.811999681871384,2,256,188,0,33.36701361974701,3,512
15,0,16.051421982003376,2,256,189,0,33.13859266741201,2,512
694,0,15.883903526002541,2,256,190,0,33.331012757029384,2,512
48,0,15.713704166933894,2,256,191,0,32.66266637039371,1,512
22,0,15.537583454977721,2,256,192,0,32.77268581301905,2,512
5,0,15.494396802969277,20,256,193,0,32.842920298688114,2,512
6,0,15.526765399146825,-1,256,194,0,32.72377663617954,5,512
13,0,15.583073012996465,2,256,195,0,32.416520870057866,2,512
32,0,15.667221188079566,2,256,196,0,33.16085196356289,4,512
90,0,15.938490703003481,300,256,197,0,33.00888811191544,30,512
360,0,15.77803226117976,1,256,198,0,33.60576037061401,1,512
3,0,15.790308895055205,2,256,199,0,32.90411300375126,1,512
