test_csv,idx,mode,key,chosen_budget,best_budget,correct,tokens,utility
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,0,first3,what|is|the,512,2048,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,1,first3,a|cylindrical|beaker,2048,512,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,2,first3,add|313|9,512,2048,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,3,first3,in|how|many,2048,2048,1,1627.0,0.5233398437500001
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,4,first3,what|is|the,512,2048,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,5,first3,the|7th|and,2048,512,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,6,first3,n|fair|6,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,7,first3,when|the|two,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,8,first3,let|p|x,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,9,first3,let|f|be,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,10,first3,if|f|x,2048,512,0,1853.0,-0.54287109375
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,11,first3,an|investment|of,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,12,first3,in|how|many,2048,2048,1,1492.0,0.5628906250000001
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,13,first3,if|1|12,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,14,first3,what|is|the,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,15,first3,a|bicycle|is,2048,2048,1,1847.0,0.45888671875
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,16,first3,the|number|sqrt,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,17,first3,on|a|particular,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,18,first3,what|is|the,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,19,first3,let|x|8,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,20,first3,there|exist|constants,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,21,first3,let|p|x,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,22,first3,find|the|modulo,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,23,first3,let|a|be,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,24,first3,what|is|the,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,25,first3,a|class|of,2048,2048,1,1846.0,0.45917968750000004
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,26,first3,what|is|the,512,1024,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,27,first3,let|a|b,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,28,first3,how|many|license,512,2048,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,29,first3,find|the|greatest,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,30,first3,the|complex|numbers,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,31,first3,william|sydney|porter,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,32,first3,kathy|needs|money,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,33,first3,paul|and|jesse,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,34,first3,the|solutions|of,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,35,first3,what|is|the,512,1024,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,36,first3,let|x|y,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,37,first3,i|have|a,2048,2048,1,2048.0,0.4
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,38,first3,for|what|values,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_055941.csv,39,first3,a|reflection|takes,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,0,first4,in|the|diagram|ad,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,1,first4,suppose|sin|d|0,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,2,first4,the|area|of|triangle,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,3,first4,a|regular|octagon|has,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,4,first4,compute|dbinom|31|28,512,2048,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,5,first4,determine|the|coordinates|of,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,6,first4,for|every|positive|integer,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,7,first4,let|f|be|the,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,8,first4,the|symbols|triangle|square,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,9,first4,an|equiangular|octagon|has,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,10,first4,for|0|le|x,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,11,first4,daniel|works|at|an,2048,2048,1,2048.0,0.4
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,12,first4,let|f|z|frac,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,13,first4,a|polynomial|with|integer,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,14,first4,consider|the|geometric|sequence,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,15,first4,if|a|is|the,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,16,first4,simplify|4|3r|3,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,17,first4,the|complex|numbers|alpha_1,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,18,first4,a|shirt|s|sale,512,2048,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,19,first4,find|the|greatest|common,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,20,first4,evaluate|1|2i|6,1024,512,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,21,first4,what|is|the|2003rd,2048,2048,1,1323.0,0.61240234375
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,22,first4,if|mathbf|a|and,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,23,first4,let|f|x|x,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,24,first4,the|fibonacci|sequence|is,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,25,first4,let|z|be|a,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,26,first4,the|function|f|satisfies,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,27,first4,a|mathematical|prodigy|wishes,2048,2048,1,1587.0,0.5350585937500001
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,28,first4,let|abcd|be|a,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,29,first4,find|sin|20|circ,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,30,first4,in|triangle|abc|ab,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,31,first4,how|many|sides|would,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,32,first4,the|projection|of|begin,2048,2048,1,2048.0,0.4
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,33,first4,linda|sherry|june|and,512,2048,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,34,first4,if|frac|sqrt|2x,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,35,first4,find|the|number|of,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,36,first4,what|is|the|smallest,512,2048,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,37,first4,the|binary|number|10101001110_,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,38,first4,recently|frank|took|a,2048,2048,1,2048.0,0.4
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060352.csv,39,first4,convert|the|point|0,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060816.csv,0,first4,you|have|seven|bags,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060816.csv,1,first4,a|senate|committee|has,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060816.csv,2,first4,find|the|equation|of,512,512,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_math500_Qwen3.5_27B_20260320_060816.csv,3,first4,what|is|the|distance,512,512,0,512.0,-0.15
