test_csv,idx,mode,key,chosen_budget,best_budget,correct,tokens,utility
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,0,first3,the|following|paragraphs,1024,256,0,1024.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,1,first3,how|would|a,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,2,first3,if|you|follow,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,3,first3,in|the|following,1024,256,0,885.0,-0.129638671875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,4,first3,find|a|movie,512,1024,0,512.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,5,first3,if|you|follow,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,6,first3,alice|bob|claire,1024,1024,1,644.0,0.9056640625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,7,first3,in|the|following,1024,1024,1,1011.0,0.851904296875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,8,first3,i|have|a,512,256,1,230.0,0.96630859375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,9,first3,question|jerry|tells,1024,256,0,1024.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,10,first3,2|7|5,512,1024,0,512.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,11,first3,this|svg|path,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,12,first3,if|you|follow,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,13,first3,here|comes|a,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,14,first3,in|the|following,1024,1024,1,1024.0,0.85
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,15,first3,alice|bob|claire,1024,1024,1,1024.0,0.85
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,16,first3,the|following|paragraphs,1024,1024,1,253.0,0.962939453125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,17,first3,which|sentence|has,1024,256,0,1024.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,18,first3,the|following|paragraphs,1024,256,0,1024.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,19,first3,here|is|a,512,1024,1,499.0,0.926904296875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,20,first3,how|would|a,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,21,first3,sort|the|following,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,22,first3,sort|the|following,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,23,first3,find|a|movie,512,1024,0,512.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,24,first3,is|the|following,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,25,first3,the|following|translations,512,256,0,512.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,26,first3,alice|bob|claire,1024,256,0,1024.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,27,first3,today|david|went,1024,256,0,709.0,-0.103857421875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,28,first3,the|following|translations,512,256,0,512.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,29,first3,today|is|3,1024,256,0,1024.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,30,first3,find|a|movie,512,256,0,512.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,31,first3,on|the|floor,1024,512,0,346.0,-0.05068359375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,32,first3,alice|bob|claire,1024,256,0,1024.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,33,first3,here|is|a,512,1024,1,375.0,0.945068359375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,34,first3,alice|bob|claire,1024,1024,1,1024.0,0.85
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,35,first3,the|following|paragraphs,1024,256,0,968.0,-0.141796875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,36,first3,the|following|paragraphs,1024,256,0,1024.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,37,first3,find|a|movie,512,256,0,512.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,38,first3,if|you|follow,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,39,first3,which|statement|is,1024,1024,1,367.0,0.946240234375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,0,first4,here|is|a|table,512,1024,1,367.0,0.946240234375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,1,first4,the|following|paragraphs|each,1024,512,1,412.0,0.9396484375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,2,first4,question|jim|tells|the,1024,256,0,1024.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,3,first4,here|comes|a|perfectly,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,4,first4,is|the|following|sentence,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,5,first4,how|would|a|typical,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,6,first4,sort|the|following|words,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,7,first4,false|or|not|false,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,8,first4,it|is|not|always,1024,256,0,1024.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,9,first4,complete|the|rest|of,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,10,first4,which|of|the|following,1024,1024,1,374.0,0.94521484375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,11,first4,on|the|table|i,1024,1024,1,243.0,0.964404296875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,12,first4,alice|bob|and|claire,1024,512,1,443.0,0.935107421875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,13,first4,question|audrie|lies|sherrie,1024,256,0,1024.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,14,first4,not|false|or|true,1024,256,0,327.0,-0.047900390625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,15,first4,how|would|a|typical,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,16,first4,the|following|translations|from,512,1024,0,512.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,17,first4,the|following|paragraphs|each,1024,1024,1,1024.0,0.85
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,18,first4,the|following|paragraphs|each,1024,512,1,420.0,0.9384765625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,19,first4,on|the|nightstand|you,256,512,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,20,first4,if|you|follow|these,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,21,first4,alice|bob|claire|dave,1024,1024,1,990.0,0.85498046875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,22,first4,in|the|following|sentences,1024,256,0,1024.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,23,first4,today|anthony|went|to,1024,1024,1,807.0,0.881787109375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,24,first4,the|following|paragraphs|each,1024,256,0,1024.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,25,first4,which|statement|is|sarcastic,1024,256,0,708.0,-0.1037109375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,26,first4,complete|the|rest|of,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,27,first4,here|is|a|table,512,1024,1,335.0,0.950927734375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,28,first4,which|sentence|has|the,1024,512,1,432.0,0.93671875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,29,first4,alice|bob|claire|dave,1024,256,0,1024.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,30,first4,true|and|not|false,1024,256,0,375.0,-0.054931640625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,31,first4,on|the|nightstand|you,256,512,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,32,first4,this|svg|path|element,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,33,first4,sort|the|following|words,256,256,0,256.0,-0.0375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,34,first4,is|the|following|sentence,256,256,0,256.0,-0.0375
